"Rank","Athlete","City","year","Discipline"
"","Paula RADCLIFFE
                
                    
                    GBR","beijing","2008","marathon-women"
"","Monika DRYBULSKA
                
                    
                    POL","beijing","2008","marathon-women"
"","Eun Jung LEE
                
                    
                    KOR","beijing","2008","marathon-women"
"","Liz YELLING
                
                    
                    GBR","beijing","2008","marathon-women"
"","Blake RUSSELL
                
                    
                    USA","beijing","2008","marathon-women"
"","Beata NAIGAMBO
                
                    
                    NAM","beijing","2008","marathon-women"
"","Vincenza SICARI
                
                    
                    ITA","beijing","2008","marathon-women"
"","Dorota GRUCA
                
                    
                    POL","beijing","2008","marathon-women"
"","Tetyana FILONYUK
                
                    
                    UKR","beijing","2008","marathon-women"
"","Marisa BARROS
                
                    
                    POR","beijing","2008","marathon-women"
"","Lisa Jane WEIGHTMAN
                
                    
                    AUS","beijing","2008","marathon-women"
"","Kirsten Melkevik OTTERBU
                
                    
                    NOR","beijing","2008","marathon-women"
"","Liza HUNTER-GALVAN
                
                    
                    NZL","beijing","2008","marathon-women"
"","Yong Ok JONG
                
                    
                    PRK","beijing","2008","marathon-women"
"","Rasa DRAZDAUSKAITE
                
                    
                    LTU","beijing","2008","marathon-women"
"","Melanie KRAUS
                
                    
                    GER","beijing","2008","marathon-women"
"","Maria PORTILLO
                
                    
                    PER","beijing","2008","marathon-women"
"","Helalia JOHANNES
                
                    
                    NAM","beijing","2008","marathon-women"
"","Shujing ZHANG
                
                    
                    CHN","beijing","2008","marathon-women"
"","Lucia KIMANI
                
                    
                    BIH","beijing","2008","marathon-women"
"","Sandra RUALES
                
                    
                    ECU","beijing","2008","marathon-women"
"","Kate SMYTH
                
                    
                    AUS","beijing","2008","marathon-women"
"","Yesenia CENTENO
                
                    
                    ESP","beijing","2008","marathon-women"
"","Ana DIAS
                
                    
                    POR","beijing","2008","marathon-women"
"","Nebiat HABTEMARIAM
                
                    
                    ERI","beijing","2008","marathon-women"
